name,required_age,is_free,game_id
Blight of the Immortals,0,True,1625
Heart's Medicine - Time to Heal,0,False,1626
MiDZone,0,False,1627
Unbreakable Vr Runner,0,False,1628
Bowl VR,0,False,1629
Barrow Hill: Curse of the Ancient Circle,0,False,1630
Orbital Strike: Arena,0,False,1631
VR Boxing Workout,0,False,1632
Praey for the Gods,0,False,1633
The Amazing Shinsengumi: Heroes in Love,13,False,1634
Office lovers,13,False,1635
Dangerous Relationship,17,False,1636
My Butler,17,False,1637
Orc Hunter VR,0,True,1638
Valkyrius Prime,0,False,1639
Laraan,0,False,1640
Haven Moon,0,False,1641
Nightork Adventures - Beyond the Moons of Shadalee,0,True,1642
#Archery,0,False,1643
Jonah's Path,0,True,1644
Rivais Em Batalha,0,False,1645
Marvel vs. Capcom: Infinite,0,False,1646
Dungeons 3,16,False,1647
NeverMine,0,False,1648
Green Ranch,0,False,1649
Anthelion,0,False,1650
Splash Bash,0,False,1651
PuppetsVR,0,False,1652
Road to your City,0,False,1653
Dungeon Girl,0,False,1654
ENIGMA:,0,False,1655
RX squad,0,False,1656
Dynasty Feud,0,True,1657
RiME,0,False,1658
After the Empire,0,False,1659
World VR Competition,0,False,1660
Requiem: Avenging Angel,0,False,1661
Killing Time,0,False,1662
Planet Coaster,0,False,1663
ChessVR,0,False,1664
Steampuff: Phinnegan's Factory,0,False,1665
Wild Romance,0,False,1666
City Car Driving,0,False,1667
Bank Limit : Advanced Battle Racing,0,False,1668
Figment,0,False,1669
Hidden Object - 12 in 1 bundle,0,False,1670
VR Disc Golf,0,False,1671
Deep Space Dash,0,False,1672
Beat Ninja,0,False,1673
Ballistic Tanks,0,False,1674
Card Quest,0,False,1675
BellyBots,0,True,1676
KOTH,0,False,1677
VR Ping Pong,0,False,1678
Shonen Idle Z,0,True,1679
Astroderps,0,False,1680
Aperion Cyberstorm,0,False,1681
FIVE: Champions of Canaan,0,False,1682
Planet Driller,0,False,1683
Haimrik,0,False,1684
CapRiders: Euro Soccer,0,False,1685
Bohemian Killing,0,False,1686
Space Hulk: Tactics,0,False,1687
The Cat! Porfirio's Adventure,0,False,1688
The Agency: Chapter 1,0,False,1689
Has-Been Heroes,0,False,1690
Pixel Cup Soccer 17,0,False,1691
Affairs of the Court: Choice of Romance,0,False,1692
Thunder Gun: Revenge of the Mutants,0,False,1693
Rogues Like Us,0,False,1694
Alteric,0,False,1695
Zombie Apocalypse: Escape The Undead City,0,False,1696
Heroes of the Monkey Tavern,0,False,1697
The Dark Legions,0,False,1698
Malkia,0,False,1699
Ridge,0,False,1700
One Day : The Sun Disappeared,0,False,1701
Reset 1-1,0,False,1702
Assault on the Necrospire,0,True,1703
Stratego - Single Player,0,False,1704
Gotta Go,0,False,1705
Gun Range VR,0,False,1706
Nary,0,False,1707
Project Syria,0,True,1708
Across The Line,0,True,1709
Glow,0,False,1710
Orwell: Keeping an Eye On You,0,False,1711
Vision of Aurora Borealis,0,False,1712
A-Train PC Classic / みんなのA列車で行こうPC,0,False,1713
3D Pool,0,False,1714
Drift Horizon Online,0,False,1715
12 Labours of Hercules V: Kids of Hellas (Platinum Edition),0,False,1716
Way of the Red,0,False,1717
Alchemist Penguin,0,False,1718
the 9th day:第九日,0,False,1719
Grim Dragons,0,False,1720
PRINCIPIA: Master of Science,0,False,1721
Vanilla Bagel: The Roguelike,0,False,1722
Zero-G VR,0,False,1723
Notruf 112 | Emergency Call 112,0,False,1724
Momonga Pinball Adventures,0,False,1725
Mahjong Destiny,0,False,1726
Fly O'Clock,0,False,1727
DashBored,0,False,1728
Weird Hero,0,False,1729
Robot Legions Reborn,0,False,1730
Ne no Kami: The Two Princess Knights of Kyoto,0,False,1731
Control Craft 3,0,False,1732
Wolfpack,0,False,1733
Need to Know,0,False,1734
Frost,0,False,1735
Daily Chthonicle: Editor's Edition,0,False,1736
Aiball,0,False,1737
Gravity Cat,0,False,1738
IN-VERT: Definitive Edition,0,False,1739
Revenge of the Spirit: Rite of Resurrection,0,False,1740
Bot Vice,0,False,1741
Shout Of Survival,0,False,1742
Ant Queen,0,False,1743
"Human, we have a problem",0,False,1744
Duckie Dash,0,False,1745
Red Trigger,0,True,1746
GemBreak,0,False,1747
Discrepant,0,True,1748
LUMBERMANCER,0,False,1749
Mr. Pumpkin Adventure,0,False,1750
Lil Big Invasion,0,False,1751
Take Thy Throne,0,False,1752
Realms of Magic,0,False,1753
Rabbit Island,0,False,1754
Imperium Galactica II,0,False,1755
神明的一天世界(God's One Day World),0,False,1756
Octamari Rescue,0,False,1757
Tokyo 42,0,False,1758
Blasters of the Universe,0,False,1759
Pixel Puzzles 2: Christmas,0,False,1760
The Barbarian and the Subterranean Caves,0,False,1761
Adventures of Bertram Fiddle 2: A Bleaker Predicklement,0,False,1762
BATTALION 1944,16,False,1763
Child of the Wind,0,False,1764
Lock's Quest,0,False,1765
Quell Zen,0,False,1766
Time Tenshi 2,0,False,1767
Mind OVR Matter,0,False,1768
Prismata,0,True,1769
SWARMRIDERS,0,True,1770
Locomancer,0,True,1771
Antisphere,0,False,1772
AWA,0,False,1773
The Golf Club VR,0,False,1774
Chicken Assassin: Reloaded,0,False,1775
Fabric,0,False,1776
Conga Master,0,False,1777
Run The Gamut,0,False,1778
Playthings: VR Music Vacation,0,False,1779
Demon Truck,0,False,1780
BlockAid,0,False,1781
The Elder Scrolls V: Skyrim Special Edition,0,False,1782
Bayla Bunny,0,False,1783
Spellforge,0,False,1784
MachRace,0,False,1785
Putty Pals,0,False,1786
Sling Ming,0,False,1787
Mr. Shifty,0,False,1788
VR Shooter Guns,0,False,1789
Galaxy Reavers,0,False,1790
Unforgiving Trials: The Darkest Crusade,0,False,1791
Exile to Death,18,False,1792
Brut@l,16,False,1793
CASE: Animatronics,0,False,1794
Quarantine,0,False,1795
QuiVr,0,False,1796
Tentacult!,0,False,1797
The Last Leviathan,0,False,1798
Hide and Secret Treasure of the Ages,0,False,1799
Tom Clancy's Rainbow Six® Siege,0,False,1800
GentleMoon 2,0,False,1801
Astral Heroes,0,True,1802
Knockout League - Arcade VR Boxing,0,False,1803
Werewolves Within™,0,False,1804
Star Vikings Forever,0,False,1805
The Infinite Black,0,True,1806
iGrow Game,0,False,1807
Whitetail Challenge,0,False,1808
Eleven Table Tennis,0,False,1809
Highway to the Moon,0,False,1810
The Karters,0,False,1811
Vistascapes VR,0,True,1812
Angeldust,0,False,1813
Zeus Quest Remastered,0,False,1814
SpaceRoads,0,False,1815
The book of commands : Lost Symbol,0,False,1816
Dream Car Builder,0,False,1817
Hover 2030,0,False,1818
Armed Against the Undead,0,False,1819
Just Deserts,0,False,1820
MX Nitro: Unleashed,0,False,1821
God's Trigger,0,False,1822
Left-Hand Path,0,False,1823
Her Majesty's SPIFFING,0,False,1824
South Park™: The Fractured But Whole™,0,False,1825
Hoops VR,0,False,1826
Day of Destruction,0,False,1827
VR Toolbox: 360 Desktop,0,False,1828
Taxi,0,False,1829
Octoshield VR,0,False,1830
JDM Tuner Racing,0,False,1831
Valcarta: Rise of the Demon,0,False,1832
Gun Done,0,False,1833
Totally Unbalanced,0,True,1834
Pirate Pop Plus,0,False,1835
Akin,0,False,1836
KARAKARA,0,False,1837
Simple Ball: Extended Edition,0,False,1838
Ludo Supremo,0,False,1839
Pepe Porcupine,0,False,1840
Puzzles Under The Hill,0,False,1841
Lantern,0,False,1842
Fruit Ninja VR,0,False,1843
House of Snark 6-in-1 Bundle,0,False,1844
Card of spirits(卡灵),0,False,1845
Gear Gauntlet,0,False,1846
Handball Action Total,0,False,1847
Jump Stars,0,False,1848
Quest Hunter,0,False,1849
Fantasy Mosaics 14: Fourth Color,0,False,1850
Beasts Battle,0,False,1851
88 Heroes,0,False,1852
Citadel: Forged with Fire,0,False,1853
Trials of Azra,0,False,1854
The Lords of the Earth Flame,0,False,1855
Freebie,0,False,1856
Spaera,0,False,1857
Waddle Home,0,False,1858
Plan Z Chapter 1,0,False,1859
Meadow,0,False,1860
Orbit: Satellite Defense,0,False,1861
Square Arena,0,False,1862
Timore Inferno,0,False,1863
Pinball Evolution VR,0,False,1864
Shigatari,0,False,1865
Biosys Inc,0,False,1866
Mosh Pit Simulator,0,False,1867
Derelict Redux,0,False,1868
Tales of Destruction,0,False,1869
Witan,0,True,1870
Spooky Heroes,0,False,1871
TOKYO WARFARE,0,False,1872
The Caretaker - Dungeon Nightshift,0,False,1873
Toxic Terror,0,False,1874
Cheaters Blackjack 21,0,False,1875
Potato Thriller,0,False,1876
Super Mixtape,0,False,1877
Pastelia Stories,0,False,1878
Bastard Bonds,0,False,1879
Master Of Marbles,0,False,1880
Summer Sale,0,False,1881
Hardware Engineers,0,False,1882
Neon Warp,0,False,1883
Rise of the Ancients,0,False,1884
Cyber Sentinel,0,False,1885
Syrian Warfare,0,False,1886
Hero,0,False,1887
Escape The Past,0,False,1888
Best Buds vs Bad Guys,0,False,1889
9Grids VR,0,False,1890
Radical Spectrum: Volume 1,0,False,1891
Bathory - The Bloody Countess,0,False,1892
The Penguin Factory,0,False,1893
Con Amore,0,False,1894
The Orchard of Stray Sheep,0,False,1895
Winter Novel,0,False,1896
Disgraced,0,False,1897
Mad Combat Marines,0,False,1898
Welcome to the Game,18,False,1899
Machine Made: Rebirth,0,False,1900
NAL Is Alive,0,False,1901
The Banner Saga 3,0,False,1902
Dungeon Journey,0,False,1903
Smithy,0,False,1904
Milford Heaven - Luken's Chronicles,0,False,1905
OESE,0,True,1906
Pick a Hero,0,False,1907
Genius Greedy Mouse,0,False,1908
Campaign Clicker,0,True,1909
Karma Miwa,0,False,1910
Mini Golf Arena,0,False,1911
sphereFACE,0,False,1912
Hope Lake,0,False,1913
Shift,0,False,1914
Magnetta,0,False,1915
JOLT: Super Robot Racer,0,False,1916
Runeous: Part One,0,True,1917
e-River Cabin Journal,0,False,1918
Star Merc,0,False,1919
Impossible Quest,0,False,1920
Super Duper Party Pooper,0,False,1921
L U N E,0,False,1922
Beekyr Reloaded,0,False,1923
Evil Maze,0,False,1924
Alveari,0,False,1925
Cthulhu Realms,0,True,1926
PLANET ALPHA,0,False,1927
Nurse Love Addiction,0,False,1928
Megapolis,0,False,1929
PlanetFate,0,False,1930
Frog Climbers,0,False,1931
Black Hole Hazard,0,False,1932
HALP!,0,True,1933
Push For Emor,0,False,1934
Talent Not Included,0,False,1935
Arachnophobia,0,False,1936
Vermillion Watch: Moorgate Accord Collector's Edition,0,False,1937
Head Shot,0,False,1938
Star Drifter,0,False,1939
Deep Blue 3D Maze in Space,0,False,1940
Battle Dome,0,False,1941
Crazy Otto,0,False,1942
Aven Colony,0,False,1943
SMILE GAME BUILDER,0,False,1944
Purino Party,0,False,1945
Directionless,0,False,1946
Mad Father,0,False,1947
VRZ: Torment,0,False,1948
Hanger World,0,False,1949
Circuitous ®,0,False,1950
PolyDome,0,True,1951
Autobahn Police Simulator 2,0,False,1952
Four Realms,0,False,1953
Guns N' Boxes,0,False,1954
The Night Cafe: A VR Tribute to Vincent Van Gogh,0,True,1955
Nitroplus Blasterz: Heroines Infinite Duel,0,False,1956
Reverence: The Ultimate Combat Experience,0,False,1957
Fantasy Kingdom Simulator,0,False,1958
Hero Zero,0,True,1959
Emily: Displaced,0,False,1960
Quarterback SNAP,0,False,1961
Investigator,0,False,1962
Legends of the Universe - StarCore,0,False,1963
Night in the Woods,0,False,1964
Finding Hope,0,False,1965
Mini Thief,0,False,1966
The Bunker,0,False,1967
System Crash,0,False,1968
Stable Orbit - Build your own space station,0,False,1969
Slash or Die,0,False,1970
Prey,0,False,1971
Dogfight Elite,0,False,1972
Pathfinder Adventures,0,False,1973
Yu-Gi-Oh! Legacy of the Duelist,0,False,1974
Inbound,0,False,1975
Dreamals,0,False,1976
Slap Village: Reality Slap,0,False,1977
Dungeons & Darkness,0,False,1978
Mitch: Berry Challenge,0,False,1979
Floppy Heroes,0,False,1980
Music Wars Empire,0,False,1981
Hunter's Legacy,0,False,1982
ESEA,0,True,1983
Framed Wings,0,False,1984
BoX -containment-,0,False,1985
Drunk Wizards,0,False,1986
Space Universe,0,False,1987
Champions of Odin,0,False,1988
Doodler,0,True,1989
Crazy Stone Deep Learning -The First Edition-,0,False,1990
V ARRR,0,False,1991
Mansions of Madness,0,True,1992
IrreVRsible,0,False,1993
Pirates of the Polygon Sea,0,False,1994
Metamorphic,0,False,1995
BUDDY,0,False,1996
ABC Coloring Town,0,False,1997
Old School 8-in-1 bundle,0,False,1998
Toricky,0,False,1999
Eador. Imperium,0,False,2000
Zero Escape: The Nonary Games,0,False,2001
Thirty Years' War,0,False,2002
Ride 2,0,False,2003
Piñata,0,True,2004
Yomawari: Night Alone,0,False,2005
Lord of Dwarves,0,False,2006
Wanderer of Teandria,0,False,2007
10 Minute Tower,0,False,2008
Train Chase,0,False,2009
Surge,0,True,2010
SparkDimension,0,False,2011
Human: Fall Flat,0,False,2012
Chamber 19,0,False,2013
Shard Games,0,False,2014
Epic Snowday Adventure,0,False,2015
Descent: Road to Legend,0,True,2016
Lightblade VR,0,False,2017
Magma Tsunami,0,False,2018
Space Hole 2016,0,False,2019
Call of Duty®: WWII,18,False,2020
The Silver Case,0,False,2021
Emberdoom,0,False,2022
Island 359™,0,False,2023
MechaGore,0,False,2024
Amulet of Dreams,0,False,2025
KNIGHTS,0,False,2026
MAGATAMA Earrings,0,False,2027
Heart of Crown PC,0,False,2028
SwingStar VR,0,False,2029
So Much Blood,0,False,2030
Picross Touch,0,True,2031
Choice of the Pirate,0,False,2032
Cally's Trials,0,False,2033
Children of a Dead Earth,0,False,2034
Bombslinger,0,False,2035
Slightly Magic - 8bit Legacy Edition,0,False,2036
Reflection of Mine,0,False,2037
Johnny Graves—The Unchosen One,0,False,2038
ORCS,0,False,2039
Major\Minor,0,True,2040
Holodaze,0,False,2041
Go Go Electric Samurai,0,True,2042
Beholder,1,False,2043
MOAI 4: Terra Incognita Collector’s Edition,0,False,2044
Dorke and Ymp,0,False,2045
Time in Time,0,False,2046
Second Coming,0,False,2047
Uncrewed,0,False,2048
The Mahjong Huntress,0,False,2049
Quantum Break,0,False,2050
Cat President ~A More Purrfect Union~,0,False,2051
bloxyz,0,False,2052
Cavernus,0,False,2053
Project Remedium,0,False,2054
Titan Quest Anniversary Edition,0,False,2055
Scanner Sombre,0,False,2056
Giga Girl,0,False,2057
Airship Asunder,0,False,2058
Reigns,0,False,2059
The Nest,0,True,2060
Corinne Cross's Dead & Breakfast,0,False,2061
Manifold Garden,0,False,2062
Zombie City Defense 2,0,False,2063
The NADI Project,0,True,2064
Ragnorium,0,False,2065
Candy Blast,0,False,2066
BUTCHER,0,False,2067
Journey to the Center of the Earth,0,False,2068
The Narrator Is a DICK,0,False,2069
Memory Oblivion Box,0,False,2070
Purgatory,0,False,2071
Miko Mole,0,False,2072
Gal-X-E,0,False,2073
Autumn,0,False,2074
Slime-san: Superslime Edition,0,False,2075
Raise Your Own Clone,0,False,2076
SnowBall FPS,0,False,2077
Cosmic Dust & Rust,0,False,2078
Shock Tactics,0,False,2079
The Dolls: Reborn,0,False,2080
Absolver,0,False,2081
Mutant Mudds Super Challenge,0,False,2082
BallisticNG,0,False,2083
Splitter Critters,0,False,2084
Killbot,0,False,2085
Diib's Dilemma,0,False,2086
BomberZone,0,False,2087
Elisa: The Innkeeper - Prequel,0,True,2088
Ghrian,0,False,2089
HELP: THE GAME,0,False,2090
Ke-Tsu-No-Ana,0,False,2091
Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,0,False,2092
"Duke Grabowski, Mighty Swashbuckler",0,False,2093
Greedy Guns,0,False,2094
K Station,0,True,2095
Rocket Ski Racing,0,False,2096
"In Case of Emergency, Release Raptor",0,True,2097
Death Squared,0,False,2098
Pan-Pan,0,False,2099
Ortus Regni,0,True,2100
Melody,0,False,2101
Don't Drop the Bass,0,False,2102
Osozaki 遅咲き Late Blooming - First,0,False,2103
Leave The Nest,0,False,2104
VERSUS SQUAD,0,False,2105
Urban Pirate,0,False,2106
Space Jammers,0,False,2107
Nine Parchments,0,False,2108
Rexodus: A VR Story Experience,0,True,2109
Kingspray Graffiti VR,0,False,2110
Demolish & Build 2017,0,False,2111
Antiflux,0,True,2112
She Remembered Caterpillars,0,False,2113
WarFire,0,False,2114
Seven: Enhanced Edition,0,False,2115
Moonshot Galaxy™,0,False,2116
Romopolis,0,False,2117
Rocketbirds 2 Evolution,0,False,2118
UNO,0,False,2119
Event[0],0,False,2120
Tribal Pass,0,False,2121
Lost Route,0,False,2122
Winged Sakura: Demon Civil War,0,False,2123
TROUBLESHOOTER: Abandoned Children,0,False,2124
Matris,0,False,2125
Where's My Helmet?,0,False,2126
Birdsketball,0,False,2127
Angel Express [Tokkyu Tenshi],0,False,2128
RollerGirls From Beyond,0,False,2129
In The Shadows,0,False,2130
moto RKD dash SP,0,False,2131
Super Mega Neo Pug,0,False,2132
Linelight,0,False,2133
Space Codex,0,False,2134
Paradox Paradigm,0,False,2135
hackmud,0,False,2136
NEKOPALIVE,15,True,2137
"SnarfQuest Tales, Episode 1: The Beginning",0,False,2138
Spellgear,0,True,2139
1917 - The Alien Invasion DX,0,False,2140
Quantum Replica,0,False,2141
Funklift,0,False,2142
Evangeline™,0,False,2143
Bambino Rally 3,0,False,2144
Rick and Morty: Virtual Rick-ality,0,False,2145
Disney Movies VR,0,True,2146
Shattered Throne,0,False,2147
Monsters' Den: Godfall,0,False,2148
Snow Fortress,0,False,2149
The Concourse,0,False,2150
Arkshot,0,False,2151
Titans of Space PLUS,0,False,2152
Ultimate Fishing Simulator,0,False,2153
Phantaruk,0,False,2154
Neon Space,0,False,2155
A Date in the Park,0,True,2156
Blind Trust,0,True,2157
De-Void,0,False,2158
Super ComboMan: Smash Edition,0,False,2159
NVIDIA® VR Funhouse,0,True,2160
Garage Drummer VR,0,False,2161
SWORDY,0,False,2162
EPΘCH,0,False,2163
SMASHING THE BATTLE,0,False,2164
Memoir En Code: Reissue,0,False,2165
Survive in Space,0,False,2166
Home Behind,0,False,2167
The Last Time,0,False,2168
90 Minute Fever - Football (Soccer) Manager MMO,0,True,2169
Occurrence at JCR Outpost,0,False,2170
Aqua Moto Racing Utopia,0,False,2171
Rescuties! VR,0,False,2172
Nebula,0,False,2173
Trap House,0,False,2174
Ancient Go,0,False,2175
AcidPunk : Echoes of Doll City,0,False,2176
VR Regatta - The Sailing Game,0,False,2177
She Wants Me Dead,0,False,2178
Mini Golf Mundo,0,False,2179
HIVE: Altenum Wars,0,False,2180
Hexaverse,0,False,2181
Shoot Shoot Mega Pack,0,False,2182
C O S M,0,False,2183
GRAVEN The Purple Moon Prophecy,0,False,2184
Power & Revolution,0,False,2185
TITANS: Dawn of Tribes,0,False,2186
Demolition,0,False,2187
Paranormal Activity: The Lost Soul,18,False,2188
Santa Girls,0,False,2189
Roomie Romance,0,False,2190
Chromo XY,0,False,2191
Trapper's Delight,0,False,2192
simian.interface++,0,False,2193
Crongdor the Barbarian,0,False,2194
Splody,0,False,2195
Zero G Arena,0,False,2196
METAGAL,0,False,2197
A Game of Changes,0,False,2198
Subterrarium,0,False,2199
Evo Explores,0,False,2200
Dyna Bomb,0,False,2201
Weaves of Fate,0,False,2202
Starship Titanic,0,False,2203
Rogue Port - Red Nightmare,0,False,2204
God of Word,0,False,2205
Just a Cleric,0,False,2206
Leveron Space,0,False,2207
Off-Peak,0,True,2208
Escape This,0,False,2209
Khimera: Destroy All Monster Girls,0,True,2210
Approaching Blocks,0,False,2211
Farming 6-in-1 bundle,0,False,2212
Insignificant,0,False,2213
The Pedestrian,0,False,2214
Stash,0,True,2215
King's Guard TD,0,False,2216
ARAYA,0,False,2217
Ghost Croquet,0,False,2218
The Dope Game,0,False,2219
Soulslayer～灭魂·误佳期～,0,False,2220
Zenodyne R,0,False,2221
Super Space Pug,0,False,2222
上帝之城 I：监狱帝国 [City of God I - Prison Empire],0,False,2223
Hide & Spook: The Haunted Alchemist,0,True,2224
Worm.is: The Game,0,True,2225
Mugen Souls Z,0,False,2226
The Sandbox Evolution - Craft a 2D Pixel Universe!,0,True,2227
Can't Drive This,0,False,2228
Insincere,0,False,2229
Half-Life: A Place in the West,0,True,2230
Super Cube Smash,0,False,2231
Planescape: Torment: Enhanced Edition,0,False,2232
Fossil Echo,0,False,2233
Warriors' Wrath,0,False,2234
Choice of Alexandria,0,False,2235
Princess Isabella: The Rise of an Heir,0,False,2236
35MM,0,False,2237
Drone Hunter VR,0,False,2238
GOD's DEATH,0,False,2239
Tank Battle: North Africa,0,False,2240
THE LAST BLADE,0,False,2241
Awakening: The Sunhook Spire Collector's Edition,0,False,2242
SHOCK TROOPERS 2nd Squad,0,False,2243
Dark Parables: The Final Cinderella Collector's Edition,0,False,2244
Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,0,False,2245
Echoes of the Past: The Revenge of the Witch Collector's Edition,0,False,2246
OddPlanet,0,False,2247
Farm Tribe,0,False,2248
Grave Mania: Undead Fever,0,False,2249
Hidden Expedition: The Crown of Solomon Collector's Edition,0,False,2250
Maze: Subject 360 Collector's Edition,0,False,2251
Nevertales: The Beauty Within Collector's Edition,0,False,2252
Off the Record: The Linden Shades Collector's Edition,0,False,2253
Otherworld: Spring of Shadows Collector's Edition,0,False,2254
Pet Store Panic,0,False,2255
Redemption Cemetery: Salvation of the Lost Collector's Edition,0,False,2256
Shiver: Vanishing Hitchhiker Collector's Edition,0,False,2257
Spa Mania,0,False,2258
Surface: The Pantheon Collector's Edition,0,False,2259
Witches' Legacy: The Ties That Bind Collector's Edition,0,False,2260
Shaolin vs Wutang,0,False,2261
White Day: A Labyrinth Named School,0,False,2262
Arelite Core,0,False,2263
Race & Destroy,0,False,2264
Uprising: Join or Die,0,False,2265
Aplowcalypse,0,True,2266
iOMoon,0,False,2267
Stellar Tactics,0,False,2268
Sinful Eden,17,False,2269
PRICE,0,True,2270
Adventure World,0,False,2271
Out of the Park Baseball 18,0,False,2272
Franchise Hockey Manager 3,0,False,2273
Project G,0,False,2274
Demon Hunter 2: New Chapter,0,False,2275
Don Bradman Cricket 17,0,False,2276
Stars in Shadow,0,False,2277
Pitfall Planet,0,False,2278
Sketchfab VR,0,True,2279
Sumer,0,False,2280
Hiiro,0,False,2281
Event Horizon,0,False,2282
Quantized,0,False,2283
Sector Six,0,False,2284
Grey Phobia,0,False,2285
EXZEAL,0,False,2286
TRIZEAL Remix,0,False,2287
Don Bradman Cricket 17 Demo,0,True,2288
LUNA The Shadow Dust,0,False,2289
Wicce,0,False,2290
Crime Secrets: Crimson Lily,0,False,2291
One Day in London,0,False,2292
Space Survival,0,False,2293
Fury Unleashed,0,False,2294
Serious Sam VR: The Last Hope,0,False,2295
Yesterday Origins,18,False,2296
Ricerca VR,0,False,2297
Annie Amber,0,False,2298
DoDonPachi Resurrection,0,False,2299
The Afterglow of Grisaia,0,False,2300
The Melody of Grisaia,0,False,2301
猫肉「Cat Meat」,0,False,2302
Colosse,0,True,2303
Led It Rain,0,False,2304
Siralim 2,0,False,2305
Secret Of The Royal Throne,0,False,2306
Runbow,0,False,2307
Empty Soul - S&S Edition,0,False,2308
Vroomist,0,False,2309
Maui,0,True,2310
Monsters and Medicine,0,False,2311
ChuSingura46+1 S,0,True,2312
Twisted Worlds,0,True,2313
Solitairica,0,False,2314
Heroes Must Die,0,True,2315
RUINER,0,False,2316
Diorama Battle of NINJA　虚拟3D世界 忍者之战,0,False,2317
Kyoto Colorful Days,0,False,2318
Codex of Victory,0,False,2319
Factotum 90,0,False,2320
Colours of Magic: Aqua Teeter,0,False,2321
Detective Hunt - Crownston City PD,0,False,2322
Xeno Crisis,0,False,2323
Syberia 3,0,False,2324
Screeps: World,0,False,2325
3030 Deathwar Redux - A Space Odyssey,0,False,2326
Best of Us,0,False,2327
Bounce,0,False,2328
Runeyana,0,True,2329
Super Cloudbuilt,0,False,2330
Puzzle Galaxies,0,False,2331
FreeHolder,0,False,2332
Izeriya,0,False,2333
Muddy Heights® 2,0,False,2334
Shadows of Kurgansk,0,False,2335
Beyond Magic,0,False,2336
Initia: Elemental Arena,0,False,2337
The Dweller,0,False,2338
Farnham Fables,0,False,2339
BARRIER X,0,False,2340
Super Dungeon Tactics,0,False,2341
Jagged Alliance: Rage!,0,False,2342
Super Blue Fighter,0,True,2343
State of Anarchy,0,False,2344
Dungeon of Zolthan,0,False,2345
One Tower,0,True,2346
Ghost 1.0,0,False,2347
Kismet,0,False,2348
The Sea Eternal,0,False,2349
Storm Of Spears RPG,0,False,2350
One Thousand Lies,0,True,2351
Spellbound,0,False,2352
Ironguard,0,False,2353
Retool,0,False,2354
Bipolar Game,0,False,2355
"Resette's Prescription ~Book of memory, Swaying scale~",0,False,2356
A Shooty Bit,0,False,2357
Norman's Great Illusion,0,False,2358
RiftStar Raiders,0,False,2359
Surf World Series,0,False,2360
VR-Xterminator,0,False,2361
BalanCity,0,False,2362
Cricket Captain 2016,0,False,2363
Townopolis,0,False,2364
Pyre,0,False,2365
Airline Director 2 - Tycoon Game,0,False,2366
Crawlers and Brawlers,0,False,2367
Poly Runner VR,0,True,2368
AdVenture Communist,0,True,2369
Making History: The Second World War,0,False,2370
The East New World,0,False,2371
Caveman World: Mountains of Unga Boonga,0,False,2372
Tomoyo After ~It's a Wonderful Life~ English Edition,0,False,2373
Hero Battle,0,False,2374
One Way Flight,0,False,2375
Wander No More,0,True,2376
Bottle,0,False,2377
Clover Tale,0,True,2378
Mecha Ritz: Steel Rondo,0,False,2379
Liveza: Death of the Earth,0,False,2380
Mahjong Deluxe 3,0,False,2381
Post Human W.A.R,0,False,2382
Boiling Bolt,0,False,2383
Slide Ride Arcade,0,False,2384
Sweet Escape VR,0,False,2385
Super Kaiju,0,False,2386
8i - Make VR Human,0,True,2387
New Yankee in King Arthur's Court,0,False,2388
New Yankee in Santa's Service,0,False,2389
Pocket Kingdom,0,False,2390
Hyposphere,0,False,2391
NORTH,0,False,2392
Plancon: Space Conflict,0,False,2393
Beat Cop,0,False,2394
The Prison Game,0,False,2395
Cyberpong,0,False,2396
IWO: Bloodbath in the Bonins,0,False,2397
Starr Mazer: DSP,0,False,2398
3 Coins At School,0,False,2399
Momentum,0,False,2400
Bulby - Diamond Course,0,False,2401
Massive,0,False,2402
Protonwar,0,True,2403
EmergeNYC,0,False,2404
Archibald's Adventures,0,False,2405
Kaboom Monsters,0,False,2406
Tears of Avia,0,False,2407
Grizzly Valley,0,False,2408
MANDAGON,0,True,2409
Galaxy Cannon Rider,0,False,2410
The Way Of Love: Sub Zero,0,False,2411
Zipple World 2: The Sweet Chaos,0,False,2412
Sins Of The Demon RPG,0,False,2413
It's Killing Time,0,False,2414
FPV Air Tracks,0,True,2415
Seduce Me 2: The Demon War,0,False,2416
Tales Across Time,0,False,2417
Ghoul Kid,0,True,2418
Reptilian Rebellion,0,False,2419
Moonstone Tavern - A Fantasy Tavern Sim!,0,False,2420
CAFE 0 ~The Sleeping Beast~,0,False,2421
Legionwood 1: Tale of the Two Swords,0,True,2422
Adventure Apes and the Mayan Mystery,0,False,2423
Zenge,0,False,2424
Abrix 2 - Diamond version,0,False,2425
Tower Dwellers,0,False,2426
Roll'd,0,False,2427
A Long Way Home,0,False,2428
Bucket Detective,0,False,2429
SurrealVR,0,True,2430
Riding Out,0,False,2431
Beglitched,0,False,2432
Dashy Square,0,False,2433
Missileman Origins,0,False,2434
Smackitball,0,True,2435
A Timely Intervention,0,False,2436
The King's Heroes,0,False,2437
Thorne - Son of Slaves (Ep.2),0,False,2438
Midnight's Blessing 2,0,False,2439
A Princess' Tale,0,False,2440
Blamdown: Udder Fury,0,False,2441
Star Chart,0,False,2442
Trouble Witches Origin - Episode1 Daughters of Amalgam -,0,False,2443
Breached,0,False,2444
Tick Tock Bang Bang,0,False,2445
